Player_Rank_Salary,Player_Name,Team_Salary,Salary_2025,Guaranteed_Salary,player_id,Player_Rank_Stats,Age,Team,Pos,FG,FG_Percent,ThreeP,ThreeP_Percent,TwoP,TwoP_Percent,eFG_Percent,FT,FT_Percent,ORB,DRB,TRB,AST,STL,BLK,PTS,Awards,Log_Salary_2025
477,Mason Plumlee,SAS,3022108.0,$725834,plumlma01,548,35,2TM,C,0.6,0.786,0.0,,0.6,0.786,0.786,0.5,0.643,0.9,1.8,2.7,1.0,0.5,0.0,1.6,,14.921465159098144
477,Mason Plumlee,SAS,3022108.0,$725834,plumlma01,548,35,CHO,C,0.6,0.75,0.0,,0.6,0.75,0.75,0.6,0.667,0.7,2.1,2.9,1.1,0.4,0.0,1.9,,14.921465159098144
477,Mason Plumlee,SAS,3022108.0,$725834,plumlma01,548,35,SAS,C,0.3,1.0,0.0,,0.3,1.0,1.0,0.2,0.5,1.2,1.0,2.2,0.7,0.7,0.0,0.8,,14.921465159098144
478,Amari Williams,BOS,490128.0,$2641045,william01,556,24,BOS,PF,0.5,0.5,0.0,,0.5,0.5,0.5,0.5,0.714,0.4,1.4,1.8,0.5,0.1,0.5,1.4,,13.102421860463428
479,Kobe Sanders,LAC,475497.0,$475497,sandeko01,314,23,LAC,SG,2.6,0.466,1.2,0.408,1.5,0.527,0.57,0.8,0.826,0.4,1.8,2.3,1.6,0.7,0.1,7.3,,13.072115851799415
482,Myron Gardner,MIA,395029.0,$395029,gardnmy01,468,24,MIA,SF,1.3,0.48,0.6,0.406,0.7,0.559,0.585,0.4,0.731,0.9,1.8,2.7,1.0,0.4,0.2,3.6,,12.886714458909829
483,Jeremiah Robinson-Earl,IND,131970.0,$589305,robinje02,416,25,2TM,PF,1.7,0.37,0.5,0.244,1.2,0.458,0.42,0.8,0.944,1.6,3.0,4.7,0.7,0.4,0.0,4.6,,11.790329903010875
483,Jeremiah Robinson-Earl,IND,131970.0,$589305,robinje02,416,25,IND,PF,1.7,0.349,0.5,0.242,1.2,0.42,0.398,0.8,0.929,1.9,3.3,5.2,0.7,0.4,0.1,4.6,,11.790329903010875
483,Jeremiah Robinson-Earl,IND,131970.0,$589305,robinje02,416,25,DAL,PF,1.6,0.471,0.4,0.25,1.2,0.667,0.529,0.8,1.0,0.8,2.2,3.0,0.6,0.4,0.0,4.4,,11.790329903010875
484,Monte Morris,IND,321184.0,$321184,morrimo01,493,30,IND,PG,1.2,0.35,0.3,0.25,0.8,0.417,0.4,0.3,0.5,0.2,1.0,1.2,1.5,0.2,0.2,3.0,,12.679769446613527
485,Garrison Mathews,IND,429325.0,$561295,mathega01,399,29,IND,SG,1.4,0.404,1.1,0.37,0.3,0.667,0.567,1.3,0.826,0.1,1.0,1.1,0.7,0.4,0.2,5.2,,12.969969486852063
487,Mo Bamba,TOR,458711.0,$194771,bambamo01,511,27,2TM,C,1.3,0.455,0.0,,1.3,0.455,0.455,0.0,,2.5,3.0,5.5,0.3,0.0,0.8,2.5,,13.036175661113075
487,Mo Bamba,TOR,458711.0,$194771,bambamo01,511,27,TOR,C,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.5,0.5,1.0,0.0,0.0,0.5,0.0,,13.036175661113075
487,Mo Bamba,TOR,458711.0,$194771,bambamo01,511,27,UTA,C,2.5,0.556,0.0,,2.5,0.556,0.556,0.0,,4.5,5.5,10.0,0.5,0.0,1.0,5.0,,13.036175661113075
488,Mac McClung,IND,164060.0,$164060,mccluma01,355,27,2TM,SG,2.1,0.39,0.6,0.233,1.5,0.552,0.449,1.3,0.778,0.2,0.7,0.9,0.9,1.0,0.3,6.1,,12.00798749355674
488,Mac McClung,IND,164060.0,$164060,mccluma01,355,27,IND,SG,2.3,0.389,0.7,0.2,1.7,0.625,0.444,1.0,0.75,0.0,1.3,1.3,0.3,1.7,0.3,6.3,,12.00798749355674
488,Mac McClung,IND,164060.0,$164060,mccluma01,355,27,CHI,SG,2.0,0.39,0.6,0.25,1.4,0.524,0.451,1.4,0.786,0.3,0.5,0.8,1.1,0.8,0.3,6.0,,12.00798749355674
489,Tony Bradley,IND,3204816.0,$3204816,bradlto01,449,28,2TM,C,1.6,0.547,0.0,0.5,1.5,0.549,0.556,0.8,0.744,1.5,1.4,2.8,0.5,0.1,0.2,4.0,,14.98016523639246
489,Tony Bradley,IND,3204816.0,$3204816,bradlto01,449,28,IND,C,1.6,0.557,0.0,0.5,1.5,0.558,0.561,0.8,0.744,1.5,1.3,2.8,0.5,0.2,0.2,4.0,,14.98016523639246
489,Tony Bradley,IND,3204816.0,$3204816,bradlto01,449,28,ATL,C,1.7,0.455,0.3,0.5,1.3,0.444,0.5,0.0,,1.3,1.7,3.0,0.7,0.0,0.0,3.7,,14.98016523639246
490,Tony Bradley,IND,3204816.0,$3204816,bradlto01,449,28,2TM,C,1.6,0.547,0.0,0.5,1.5,0.549,0.556,0.8,0.744,1.5,1.4,2.8,0.5,0.1,0.2,4.0,,14.98016523639246
490,Tony Bradley,IND,3204816.0,$3204816,bradlto01,449,28,IND,C,1.6,0.557,0.0,0.5,1.5,0.558,0.561,0.8,0.744,1.5,1.3,2.8,0.5,0.2,0.2,4.0,,14.98016523639246
490,Tony Bradley,IND,3204816.0,$3204816,bradlto01,449,28,ATL,C,1.7,0.455,0.3,0.5,1.3,0.444,0.5,0.0,,1.3,1.7,3.0,0.7,0.0,0.0,3.7,,14.98016523639246
491,James Wiseman,IND,1131970.0,$1131970,wisemja01,481,24,IND,C,1.5,0.6,0.0,,1.5,0.6,0.6,0.3,0.5,1.3,0.8,2.0,0.8,0.0,0.3,3.3,,13.939470035627302
492,Kobe Bufkin,LAL,5480297.0,$976577,bufkiko01,495,22,LAL,SG,0.9,0.3,0.3,0.192,0.6,0.417,0.35,0.7,0.917,0.1,0.8,0.8,0.6,0.1,0.2,2.9,,15.516669854535882
493,Mason Plumlee,SAS,3022108.0,$725834,plumlma01,548,35,2TM,C,0.6,0.786,0.0,,0.6,0.786,0.786,0.5,0.643,0.9,1.8,2.7,1.0,0.5,0.0,1.6,,14.921465159098144
493,Mason Plumlee,SAS,3022108.0,$725834,plumlma01,548,35,CHO,C,0.6,0.75,0.0,,0.6,0.75,0.75,0.6,0.667,0.7,2.1,2.9,1.1,0.4,0.0,1.9,,14.921465159098144
493,Mason Plumlee,SAS,3022108.0,$725834,plumlma01,548,35,SAS,C,0.3,1.0,0.0,,0.3,1.0,1.0,0.2,0.5,1.2,1.0,2.2,0.7,0.7,0.0,0.8,,14.921465159098144
494,Jeremiah Robinson-Earl,IND,131970.0,$589305,robinje02,416,25,2TM,PF,1.7,0.37,0.5,0.244,1.2,0.458,0.42,0.8,0.944,1.6,3.0,4.7,0.7,0.4,0.0,4.6,,11.790329903010875
494,Jeremiah Robinson-Earl,IND,131970.0,$589305,robinje02,416,25,IND,PF,1.7,0.349,0.5,0.242,1.2,0.42,0.398,0.8,0.929,1.9,3.3,5.2,0.7,0.4,0.1,4.6,,11.790329903010875
494,Jeremiah Robinson-Earl,IND,131970.0,$589305,robinje02,416,25,DAL,PF,1.6,0.471,0.4,0.25,1.2,0.667,0.529,0.8,1.0,0.8,2.2,3.0,0.6,0.4,0.0,4.4,,11.790329903010875
495,Jeremiah Robinson-Earl,IND,131970.0,$589305,robinje02,416,25,2TM,PF,1.7,0.37,0.5,0.244,1.2,0.458,0.42,0.8,0.944,1.6,3.0,4.7,0.7,0.4,0.0,4.6,,11.790329903010875
495,Jeremiah Robinson-Earl,IND,131970.0,$589305,robinje02,416,25,IND,PF,1.7,0.349,0.5,0.242,1.2,0.42,0.398,0.8,0.929,1.9,3.3,5.2,0.7,0.4,0.1,4.6,,11.790329903010875
495,Jeremiah Robinson-Earl,IND,131970.0,$589305,robinje02,416,25,DAL,PF,1.6,0.471,0.4,0.25,1.2,0.667,0.529,0.8,1.0,0.8,2.2,3.0,0.6,0.4,0.0,4.4,,11.790329903010875
496,Garrison Mathews,IND,429325.0,$561295,mathega01,399,29,IND,SG,1.4,0.404,1.1,0.37,0.3,0.667,0.567,1.3,0.826,0.1,1.0,1.1,0.7,0.4,0.2,5.2,,12.969969486852063
497,Garrison Mathews,IND,429325.0,$561295,mathega01,399,29,IND,SG,1.4,0.404,1.1,0.37,0.3,0.667,0.567,1.3,0.826,0.1,1.0,1.1,0.7,0.4,0.2,5.2,,12.969969486852063
498,Mo Bamba,UTA,458711.0,$263940,bambamo01,511,27,2TM,C,1.3,0.455,0.0,,1.3,0.455,0.455,0.0,,2.5,3.0,5.5,0.3,0.0,0.8,2.5,,13.036175661113075
498,Mo Bamba,UTA,458711.0,$263940,bambamo01,511,27,TOR,C,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.5,0.5,1.0,0.0,0.0,0.5,0.0,,13.036175661113075
498,Mo Bamba,UTA,458711.0,$263940,bambamo01,511,27,UTA,C,2.5,0.556,0.0,,2.5,0.556,0.556,0.0,,4.5,5.5,10.0,0.5,0.0,1.0,5.0,,13.036175661113075
499,Mo Bamba,UTA,458711.0,$263940,bambamo01,511,27,2TM,C,1.3,0.455,0.0,,1.3,0.455,0.455,0.0,,2.5,3.0,5.5,0.3,0.0,0.8,2.5,,13.036175661113075
499,Mo Bamba,UTA,458711.0,$263940,bambamo01,511,27,TOR,C,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.5,0.5,1.0,0.0,0.0,0.5,0.0,,13.036175661113075
499,Mo Bamba,UTA,458711.0,$263940,bambamo01,511,27,UTA,C,2.5,0.556,0.0,,2.5,0.556,0.556,0.0,,4.5,5.5,10.0,0.5,0.0,1.0,5.0,,13.036175661113075
500,Killian Hayes,SAC,263940.0,$263940,hayeski01,382,24,SAC,PG,1.8,0.304,0.7,0.27,1.1,0.333,0.366,1.1,0.929,0.2,2.2,2.3,3.5,0.9,0.2,5.5,,12.48347708357082
501,Killian Hayes,SAC,263940.0,$263940,hayeski01,382,24,SAC,PG,1.8,0.304,0.7,0.27,1.1,0.333,0.366,1.1,0.929,0.2,2.2,2.3,3.5,0.9,0.2,5.5,,12.48347708357082
502,Charles Bassey,PHI,263940.0,$263940,bassech01,361,25,4TM,C,2.4,0.66,0.0,,2.4,0.66,0.66,1.1,0.7,1.8,2.6,4.4,0.5,0.3,0.8,5.8,,12.48347708357082
502,Charles Bassey,PHI,263940.0,$263940,bassech01,361,25,MEM,C,1.5,0.375,0.0,,1.5,0.375,0.375,0.5,0.333,3.5,4.0,7.5,1.0,0.5,0.5,3.5,,12.48347708357082
502,Charles Bassey,PHI,263940.0,$263940,bassech01,361,25,PHI,C,1.0,1.0,0.0,,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,12.48347708357082
502,Charles Bassey,PHI,263940.0,$263940,bassech01,361,25,BOS,C,1.2,0.857,0.0,,1.2,0.857,0.857,0.4,0.5,0.8,0.4,1.2,0.0,0.2,0.4,2.8,,12.48347708357082
502,Charles Bassey,PHI,263940.0,$263940,bassech01,361,25,GSW,C,4.2,0.677,0.0,,4.2,0.677,0.677,2.2,0.846,2.4,4.8,7.2,1.0,0.4,1.4,10.6,,12.48347708357082
503,Charles Bassey,PHI,263940.0,$263940,bassech01,361,25,4TM,C,2.4,0.66,0.0,,2.4,0.66,0.66,1.1,0.7,1.8,2.6,4.4,0.5,0.3,0.8,5.8,,12.48347708357082
503,Charles Bassey,PHI,263940.0,$263940,bassech01,361,25,MEM,C,1.5,0.375,0.0,,1.5,0.375,0.375,0.5,0.333,3.5,4.0,7.5,1.0,0.5,0.5,3.5,,12.48347708357082
503,Charles Bassey,PHI,263940.0,$263940,bassech01,361,25,PHI,C,1.0,1.0,0.0,,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,12.48347708357082
503,Charles Bassey,PHI,263940.0,$263940,bassech01,361,25,BOS,C,1.2,0.857,0.0,,1.2,0.857,0.857,0.4,0.5,0.8,0.4,1.2,0.0,0.2,0.4,2.8,,12.48347708357082
503,Charles Bassey,PHI,263940.0,$263940,bassech01,361,25,GSW,C,4.2,0.677,0.0,,4.2,0.677,0.677,2.2,0.846,2.4,4.8,7.2,1.0,0.4,1.4,10.6,,12.48347708357082
504,Christian Koloko,MEM,263940.0,$263940,kolokch01,506,25,3TM,C,1.1,0.419,0.0,0.111,1.1,0.462,0.426,0.4,0.667,1.1,1.9,3.0,0.7,0.5,0.9,2.7,,12.48347708357082
504,Christian Koloko,MEM,263940.0,$263940,kolokch01,506,25,LAL,C,0.0,,0.0,,0.0,,,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,,12.48347708357082
504,Christian Koloko,MEM,263940.0,$263940,kolokch01,506,25,MEM,C,1.3,0.4,0.0,0.0,1.3,0.412,0.4,0.1,0.25,1.7,2.3,4.0,0.9,0.9,1.2,2.6,,12.48347708357082
504,Christian Koloko,MEM,263940.0,$263940,kolokch01,506,25,ATL,C,1.2,0.436,0.1,0.125,1.1,0.516,0.449,0.6,0.818,0.9,1.7,2.6,0.6,0.3,0.7,3.1,,12.48347708357082
505,Christian Koloko,MEM,263940.0,$263940,kolokch01,506,25,3TM,C,1.1,0.419,0.0,0.111,1.1,0.462,0.426,0.4,0.667,1.1,1.9,3.0,0.7,0.5,0.9,2.7,,12.48347708357082
505,Christian Koloko,MEM,263940.0,$263940,kolokch01,506,25,LAL,C,0.0,,0.0,,0.0,,,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,,12.48347708357082
505,Christian Koloko,MEM,263940.0,$263940,kolokch01,506,25,MEM,C,1.3,0.4,0.0,0.0,1.3,0.412,0.4,0.1,0.25,1.7,2.3,4.0,0.9,0.9,1.2,2.6,,12.48347708357082
505,Christian Koloko,MEM,263940.0,$263940,kolokch01,506,25,ATL,C,1.2,0.436,0.1,0.125,1.1,0.516,0.449,0.6,0.818,0.9,1.7,2.6,0.6,0.3,0.7,3.1,,12.48347708357082
506,Alondes Williams,WAS,131970.0,$131970,willial06,187,26,WAS,SG,4.0,0.615,1.3,0.357,2.8,0.917,0.712,1.8,0.875,1.3,5.0,6.3,3.0,0.8,0.8,11.0,,11.790329903010875
507,Skal Labissière,WAS,131970.0,$131970,labissk01,437,29,WAS,PF,2.0,0.6,0.3,0.2,1.7,1.0,0.65,0.0,,1.0,2.0,3.0,1.0,0.7,0.3,4.3,,11.790329903010875
508,Patrick Baldwin Jr.,PHI,263940.0,$131970,baldwpa01,460,23,3TM,SF,1.2,0.407,0.7,0.429,0.6,0.385,0.519,0.6,0.714,1.3,1.2,2.6,0.6,0.3,0.6,3.7,,12.48347708357082
508,Patrick Baldwin Jr.,PHI,263940.0,$131970,baldwpa01,460,23,LAC,SF,1.5,0.75,1.0,0.667,0.5,1.0,1.0,1.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,5.0,,12.48347708357082
508,Patrick Baldwin Jr.,PHI,263940.0,$131970,baldwpa01,460,23,PHI,SF,0.0,,0.0,,0.0,,,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,12.48347708357082
508,Patrick Baldwin Jr.,PHI,263940.0,$131970,baldwpa01,460,23,SAC,SF,1.3,0.348,0.7,0.364,0.7,0.333,0.435,0.5,0.6,2.0,1.5,3.5,0.8,0.5,0.8,3.8,,12.48347708357082
509,Kobe Bufkin,MEM,5480297.0,$131970,bufkiko01,495,22,LAL,SG,0.9,0.3,0.3,0.192,0.6,0.417,0.35,0.7,0.917,0.1,0.8,0.8,0.6,0.1,0.2,2.9,,15.516669854535882
510,Rayan Rupert,MEM,2353647.0,$131970,ruperra01,395,21,2TM,SG,1.9,0.393,0.7,0.324,1.2,0.446,0.463,0.7,0.778,0.8,2.2,2.9,1.1,0.9,0.1,5.2,,14.67147659803849
510,Rayan Rupert,MEM,2353647.0,$131970,ruperra01,395,21,POR,SG,1.1,0.361,0.5,0.31,0.6,0.408,0.435,0.2,0.643,0.5,1.3,1.8,0.7,0.6,0.0,2.9,,14.67147659803849
510,Rayan Rupert,MEM,2353647.0,$131970,ruperra01,395,21,MEM,SG,4.4,0.422,1.4,0.338,3.0,0.475,0.488,2.1,0.825,1.6,4.8,6.4,2.1,1.6,0.4,12.2,,14.67147659803849
511,Charles Bassey,MEM,263940.0,$131970,bassech01,361,25,4TM,C,2.4,0.66,0.0,,2.4,0.66,0.66,1.1,0.7,1.8,2.6,4.4,0.5,0.3,0.8,5.8,,12.48347708357082
511,Charles Bassey,MEM,263940.0,$131970,bassech01,361,25,MEM,C,1.5,0.375,0.0,,1.5,0.375,0.375,0.5,0.333,3.5,4.0,7.5,1.0,0.5,0.5,3.5,,12.48347708357082
511,Charles Bassey,MEM,263940.0,$131970,bassech01,361,25,PHI,C,1.0,1.0,0.0,,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,12.48347708357082
511,Charles Bassey,MEM,263940.0,$131970,bassech01,361,25,BOS,C,1.2,0.857,0.0,,1.2,0.857,0.857,0.4,0.5,0.8,0.4,1.2,0.0,0.2,0.4,2.8,,12.48347708357082
511,Charles Bassey,MEM,263940.0,$131970,bassech01,361,25,GSW,C,4.2,0.677,0.0,,4.2,0.677,0.677,2.2,0.846,2.4,4.8,7.2,1.0,0.4,1.4,10.6,,12.48347708357082
512,Dalano Banton,LAC,263940.0,$131970,bantoda01,529,26,2TM,PG,0.7,0.333,0.0,0.0,0.7,0.364,0.333,0.7,1.0,0.3,0.5,0.8,1.8,0.3,0.8,2.0,,12.48347708357082
512,Dalano Banton,LAC,263940.0,$131970,bantoda01,529,26,LAC,PG,1.5,0.75,0.0,,1.5,0.75,0.75,0.0,,0.5,0.0,0.5,1.0,0.5,0.0,3.0,,12.48347708357082
512,Dalano Banton,LAC,263940.0,$131970,bantoda01,529,26,BOS,PG,0.3,0.125,0.0,0.0,0.3,0.143,0.125,1.0,1.0,0.3,0.8,1.0,2.3,0.3,1.3,1.5,,12.48347708357082
513,Patrick Baldwin Jr.,LAC,263940.0,$131970,baldwpa01,460,23,3TM,SF,1.2,0.407,0.7,0.429,0.6,0.385,0.519,0.6,0.714,1.3,1.2,2.6,0.6,0.3,0.6,3.7,,12.48347708357082
513,Patrick Baldwin Jr.,LAC,263940.0,$131970,baldwpa01,460,23,LAC,SF,1.5,0.75,1.0,0.667,0.5,1.0,1.0,1.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,5.0,,12.48347708357082
513,Patrick Baldwin Jr.,LAC,263940.0,$131970,baldwpa01,460,23,PHI,SF,0.0,,0.0,,0.0,,,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,12.48347708357082
513,Patrick Baldwin Jr.,LAC,263940.0,$131970,baldwpa01,460,23,SAC,SF,1.3,0.348,0.7,0.364,0.7,0.333,0.435,0.5,0.6,2.0,1.5,3.5,0.8,0.5,0.8,3.8,,12.48347708357082
514,Jeremiah Robinson-Earl,DAL,131970.0,$131970,robinje02,416,25,2TM,PF,1.7,0.37,0.5,0.244,1.2,0.458,0.42,0.8,0.944,1.6,3.0,4.7,0.7,0.4,0.0,4.6,,11.790329903010875
514,Jeremiah Robinson-Earl,DAL,131970.0,$131970,robinje02,416,25,IND,PF,1.7,0.349,0.5,0.242,1.2,0.42,0.398,0.8,0.929,1.9,3.3,5.2,0.7,0.4,0.1,4.6,,11.790329903010875
514,Jeremiah Robinson-Earl,DAL,131970.0,$131970,robinje02,416,25,DAL,PF,1.6,0.471,0.4,0.25,1.2,0.667,0.529,0.8,1.0,0.8,2.2,3.0,0.6,0.4,0.0,4.4,,11.790329903010875
515,Dalano Banton,BOS,263940.0,$131970,bantoda01,529,26,2TM,PG,0.7,0.333,0.0,0.0,0.7,0.364,0.333,0.7,1.0,0.3,0.5,0.8,1.8,0.3,0.8,2.0,,12.48347708357082
515,Dalano Banton,BOS,263940.0,$131970,bantoda01,529,26,LAC,PG,1.5,0.75,0.0,,1.5,0.75,0.75,0.0,,0.5,0.0,0.5,1.0,0.5,0.0,3.0,,12.48347708357082
515,Dalano Banton,BOS,263940.0,$131970,bantoda01,529,26,BOS,PG,0.3,0.125,0.0,0.0,0.3,0.143,0.125,1.0,1.0,0.3,0.8,1.0,2.3,0.3,1.3,1.5,,12.48347708357082
516,Tre Scott,BRK,129503.0,$174503,scotttr01,286,29,BRK,PF,3.2,0.38,1.0,0.316,2.2,0.419,0.44,0.7,0.667,1.7,3.5,5.2,1.7,1.3,0.8,8.0,,11.771459325876567
517,Lawson Lovering,MEM,87784.0,$87784,loverla01,323,22,MEM,C,3.0,0.6,0.0,,3.0,0.6,0.6,1.0,0.4,3.0,4.5,7.5,1.5,1.5,0.5,7.0,,11.382634530670636
518,Adama-Alpha Bal,MEM,117045.0,$117045,balad01,198,22,MEM,SG,3.5,0.412,2.3,0.409,1.3,0.417,0.544,1.1,0.9,0.8,2.4,3.1,2.4,1.1,0.1,10.4,,11.670313755218972
519,Malachi Smith,BRK,73153.0,$115803,smithma02,272,26,BRK,SG,3.2,0.485,1.3,0.435,1.9,0.528,0.586,0.5,1.0,0.8,2.6,3.4,3.3,0.8,0.3,8.3,,11.200308417227276
520,Kadary Richmond,WAS,73153.0,$73153,richmka01,271,24,WAS,SG,3.3,0.625,0.7,0.5,2.7,0.667,0.688,1.0,1.0,0.3,3.0,3.3,2.7,2.7,0.3,8.3,,11.200308417227276
521,Keshon Gilbert,WAS,73153.0,$73153,gilbeke01,432,22,2TM,SG,1.3,0.417,0.0,0.0,1.3,0.556,0.417,1.8,1.0,0.5,0.8,1.3,3.0,0.8,1.0,4.3,,11.200308417227276
521,Keshon Gilbert,WAS,73153.0,$73153,gilbeke01,432,22,WAS,PG,0.3,0.25,0.0,0.0,0.3,0.5,0.25,1.3,1.0,0.7,1.0,1.7,1.0,0.7,1.3,2.0,,11.200308417227276
521,Keshon Gilbert,WAS,73153.0,$73153,gilbeke01,432,22,ATL,SG,4.0,0.5,0.0,0.0,4.0,0.571,0.5,3.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0,11.0,,11.200308417227276
523,Grant Nelson,BRK,73153.0,$73153,nelsogr02,440,23,BRK,PF,1.3,0.556,0.0,,1.3,0.556,0.556,1.8,0.7,0.3,1.3,1.5,1.3,0.3,1.3,4.3,,11.200308417227276
524,John Tonje,BOS,73153.0,$73153,tonjejo01,513,24,BOS,SG,0.7,0.286,0.5,0.3,0.2,0.25,0.393,0.7,1.0,0.0,1.0,1.0,0.3,0.3,0.0,2.5,,11.200308417227276
526,Tre Scott,BRK,129503.0,$174503,scotttr01,286,29,BRK,PF,3.2,0.38,1.0,0.316,2.2,0.419,0.44,0.7,0.667,1.7,3.5,5.2,1.7,1.3,0.8,8.0,,11.771459325876567
527,Adama-Alpha Bal,MEM,117045.0,$117045,balad01,198,22,MEM,SG,3.5,0.412,2.3,0.409,1.3,0.417,0.544,1.1,0.9,0.8,2.4,3.1,2.4,1.1,0.1,10.4,,11.670313755218972
528,Malachi Smith,BRK,73153.0,$115803,smithma02,272,26,BRK,SG,3.2,0.485,1.3,0.435,1.9,0.528,0.586,0.5,1.0,0.8,2.6,3.4,3.3,0.8,0.3,8.3,,11.200308417227276
529,Lucas Williamson,MEM,21946.0,$21946,willilu01,201,27,MEM,SG,3.6,0.333,2.1,0.283,1.4,0.455,0.433,1.1,1.0,1.6,3.9,5.4,2.6,1.6,0.1,10.4,,9.996340169550745
530,Tre Scott,BRK,129503.0,$174503,scotttr01,286,29,BRK,PF,3.2,0.38,1.0,0.316,2.2,0.419,0.44,0.7,0.667,1.7,3.5,5.2,1.7,1.3,0.8,8.0,,11.771459325876567
